folder,vol_error_af,vol_error_pct,start_time,end_time,max_wse,max_depth,max_face_velocity,max_velocity,max_volume,max_flow_balance,max_wind_EventCond,max_prcp_EventCond,max_bc_flow_EventCond,max_bc_stage_EventCond,max_IC_elevation,unique_manning,unique_cell_infiltration_initial_deficit,unique_cell_infiltration_maximum_deficit,unique_cell_infiltration_pot_percolation_rate,unique_cell_impervious_pct_imper
syn_event_27_H-H-L_1981-10-13_14-00-00_SM3_BF1_Base,18254.28515625,0.7863073945045471,01Jan2000 00:00:00,07Jan2000 23:00:00,327.6592712402344,69.57919311523438,129.4270782470703,1.1291647934913638,561042432.0,101604.2109375,44.4066276550293,0.9411755800247192,5370.0,3.5899999141693115,21.670000076293945,262648,211903,248521,2,216366
syn_event_218_H-L-L_2005-01-23_11-00-00_SM3_BF1_Base,47553.25390625,1.9140071868896484,01Jan2000 00:00:00,07Jan2000 23:00:00,327.6592712402344,79.65141296386719,141.12399291992188,1.1521457886695925,563028928.0,96774.3125,47.16314697265625,0.557283878326416,1570.0,3.059999942779541,21.670000076293945,262648,211903,248521,2,216366
syn_event_158_H-H-L_2006-02-26_15-00-00_SM3_BF1_Base,21180.408203125,0.8790949583053589,01Jan2000 00:00:00,07Jan2000 23:00:00,327.6592712402344,12.140007019042969,111.52449035644531,1.130007416009903,556019904.0,89164.5859375,54.16566467285156,0.22300061583518982,441.0,2.759999990463257,21.670000076293945,262648,211903,248521,2,216366
syn_event_233_H-H-L_2023-04-09_05-00-00_SM3_BF1_Base,58329.4296875,2.3733341693878174,01Jan2000 00:00:00,07Jan2000 23:00:00,327.6592712402344,80.45170593261719,141.22280883789062,1.0641378664970402,561527488.0,78195.2734375,68.36833190917969,5.670884132385254,4050.0,3.559999942779541,21.670000076293945,262648,211903,248521,2,216366
syn_event_201_H-L-L_1981-02-13_18-00-00_SM3_BF1_Base,39169.2578125,1.745971441268921,01Jan2000 00:00:00,07Jan2000 23:00:00,327.6592712402344,79.68241882324219,90.85795593261719,1.3742339730262767,559571776.0,80024.8359375,41.29690170288086,3.6047325134277344,7770.0,2.609999895095825,21.670000076293945,262648,211903,248521,2,216366
syn_event_107_H-H-H_2009-05-18_15-00-00_SM3_BF1_Base,121067.0078125,4.800708293914795,01Jan2000 00:00:00,07Jan2000 23:00:00,327.6592712402344,81.19950103759766,139.7981719970703,1.6455577576160434,553695808.0,69292.2890625,49.15789031982422,11.70786190032959,8330.0,2.180000066757202,21.670000076293945,262648,211903,248521,2,216366
syn_event_27_H-H-H_2017-10-01_00-00-00_SM3_BF1_Base,69824.1796875,2.892399787902832,01Jan2000 00:00:00,07Jan2000 23:00:00,327.6592712402344,80.44398498535156,91.1874771118164,1.6614316523075119,566005504.0,86118.8515625,40.28358459472656,11.301210403442383,12500.0,3.0899999141693115,21.670000076293945,262648,211903,248521,2,216366
syn_event_128_H-L-L_2023-03-08_12-00-00_SM3_BF1_Base,24792.546875,1.0136197805404663,01Jan2000 00:00:00,07Jan2000 23:00:00,327.6592712402344,79.27033996582031,141.2240753173828,1.3827354943752288,555314944.0,87725.421875,47.6851806640625,0.9513272047042847,4830.0,2.7899999618530273,21.670000076293945,262648,211903,248521,2,216366
syn_event_249_H-L-L_2023-02-12_17-00-00_SM3_BF1_Base,51478.7890625,2.285560131072998,01Jan2000 00:00:00,07Jan2000 23:00:00,327.6592712402344,79.28252410888672,106.62694549560547,1.3266111528873465,554395584.0,91767.0703125,47.2315673828125,0.8165420293807983,4660.0,2.430000066757202,21.670000076293945,262648,211903,248521,2,216366
syn_event_218_H-H-L_2019-02-09_19-00-00_SM3_BF1_Base,47893.37890625,2.18603253364563,01Jan2000 00:00:00,07Jan2000 23:00:00,327.6592712402344,80.51023864746094,111.700927734375,1.4000599753856715,553684608.0,83612.9140625,54.05327224731445,6.4808478355407715,6670.0,3.009999990463257,21.670000076293945,262648,211903,248521,2,216366
